# pos	SRR10903401-20200102	SRR10903402-20200102
23215	183	741
23216	185	749
23217	188	755
23218	192	763
23219	193	753
23220	193	760
23221	193	764
23222	193	763
23223	198	764
23224	198	770
23225	195	769
23226	196	772
23227	198	780
23228	199	786
23229	199	790
23230	198	788
23231	200	785
23232	201	779
23233	200	776
23234	199	773
23235	201	773
23236	203	771
23237	205	772
23238	206	783
23239	206	789
23240	207	791
23241	208	798
23242	208	792
23243	210	798
23244	212	799
23245	213	811
23246	215	823
23247	218	830
23248	222	850
23249	221	847
23250	221	845
23251	223	842
23252	221	836
23253	218	831
23254	221	834
23255	221	834
23256	221	847
23257	220	844
23258	222	837
23259	219	830
23260	216	822
23261	217	820
23262	218	821
23263	218	818
23264	216	830
23265	216	822
23266	217	830
23267	218	831
23268	221	839
23269	223	847
23270	221	849
23271	220	847
23272	222	845
23273	220	843
23274	223	837
23275	222	837
23276	223	836
23277	224	836
23278	225	845
23279	227	850
23280	229	854
23281	230	858
23282	232	862
23283	230	867
23284	230	867
23285	224	857
23286	225	854
23287	225	860
23288	230	865
23289	232	870
23290	234	868
23291	234	870
23292	235	873
23293	236	875
23294	238	876
23295	241	885
23296	243	890
23297	250	894
23298	249	886
23299	248	880
23300	245	877
23301	244	875
23302	241	880
23303	243	875
23304	241	872
23305	241	867
23306	241	868
23307	242	870
23308	243	871
23309	244	864
23310	243	853
23311	239	840
23312	235	838
23313	236	841
23314	238	840
23315	239	837
23316	240	842
23317	241	845
23318	238	847
23319	240	845
23320	237	841
23321	235	841
23322	238	848
23323	239	851
23324	242	866
23325	241	863
23326	241	863
23327	241	857
23328	240	861
23329	242	862
23330	245	869
23331	247	875
23332	251	883
23333	247	876
23334	246	883
23335	247	889
23336	250	901
23337	253	907
23338	253	909
23339	253	916
23340	254	917
23341	253	918
23342	258	932
23343	262	947
23344	264	955
23345	266	960
23346	265	952
23347	266	945
23348	264	944
23349	265	944
23350	268	938
23351	266	938
23352	266	939
23353	264	938
23354	260	934
23355	261	932
23356	258	930
23357	260	934
23358	259	928
23359	260	922
23360	260	918
23361	257	917
23362	257	916
23363	260	927
23364	260	920
23365	260	907
23366	255	898
23367	255	889
23368	254	877
23369	250	869
23370	249	865
23371	252	865
23372	251	865
23373	251	864
23374	252	874
23375	254	877
23376	254	874
23377	259	873
23378	258	869
23379	260	875
23380	259	873
23381	258	871
23382	259	876
23383	261	891
23384	262	896
23385	265	909
23386	265	916
23387	270	920
23388	270	920
23389	275	923
23390	274	926
23391	275	930
23392	279	941
23393	279	943
23394	280	951
23395	278	956
23396	280	960
23397	278	964
23398	268	954
23399	269	949
23400	270	952
23401	273	960
23402	272	961
23403	272	969
23404	277	973
23405	274	974
23406	274	976
23407	272	965
23408	270	961
23409	270	953
23410	271	954
23411	273	963
23412	272	967
23413	271	960
23414	270	956
23415	268	942
23416	268	941
23417	268	941
23418	263	933
23419	262	927
23420	263	927
23421	263	926
23422	262	928
23423	262	920
23424	263	927
23425	265	936
23426	266	940
23427	270	947
23428	271	944
23429	273	937
23430	275	939
23431	277	948
23432	277	945
23433	279	951
23434	280	960
23435	279	959
23436	281	960
23437	282	963
23438	279	963
23439	275	955
23440	273	954
23441	273	965
23442	276	975
23443	274	973
23444	272	969
23445	276	980
23446	265	975
23447	265	974
23448	262	977
23449	262	973
23450	267	977
23451	267	979
23452	268	986
23453	267	985
23454	266	982
23455	267	990
23456	266	989
23457	267	989
23458	268	992
23459	268	995
23460	268	996
23461	271	1007
23462	271	1009
23463	273	1012
23464	272	1012
23465	270	1013
23466	274	1019
23467	273	1024
23468	273	1028
23469	273	1026
23470	276	1031
23471	277	1039
23472	277	1036
23473	274	1028
23474	270	1021
23475	269	1011
23476	270	1013
23477	276	1013
23478	280	1015
23479	282	1020
23480	281	1027
23481	276	1029
23482	275	1033
23483	272	1030
23484	273	1032
23485	276	1036
23486	279	1042
23487	278	1043
23488	276	1049
23489	280	1055
23490	284	1066
23491	287	1069
23492	289	1082
23493	285	1066
23494	280	1064
23495	280	1056
23496	281	1050
23497	284	1044
23498	284	1046
23499	284	1046
23500	284	1046
23501	283	1042
23502	280	1040
23503	278	1038
23504	277	1043
23505	276	1038
23506	278	1033
23507	280	1031
23508	280	1034
23509	283	1041
23510	287	1046
23511	288	1047
23512	286	1039
23513	286	1044
23514	284	1052
23515	286	1054
23516	289	1066
23517	290	1066
23518	294	1069
23519	292	1070
23520	299	1061
23521	299	1064
23522	298	1068
23523	296	1062
23524	295	1058
23525	296	1054
23526	294	1034
23527	298	1040
23528	295	1043
23529	294	1047
23530	291	1039
23531	287	1031
23532	285	1028
23533	284	1023
23534	282	1019
23535	282	1017
23536	282	1014
23537	280	1010
23538	279	1005
23539	279	1008
23540	277	1009
23541	276	1008
23542	276	1007
23543	275	994
23544	276	994
23545	275	992
23546	275	993
23547	274	982
23548	272	982
23549	273	979
23550	270	974
23551	266	969
23552	266	964
23553	266	963
23554	263	958
23555	264	959
23556	263	957
23557	263	957
23558	264	960
23559	264	969
23560	266	973
23561	268	982
23562	263	977
23563	264	986
23564	264	982
23565	264	976
23566	269	976
23567	272	981
23568	272	978
23569	275	975
23570	274	973
23571	275	975
23572	273	976
23573	273	983
23574	276	994
23575	276	994
23576	274	991
23577	273	996
23578	278	1001
23579	278	1007
23580	272	1008
23581	273	1002
23582	269	1005
23583	269	1008
23584	268	1007
23585	271	1001
23586	271	998
23587	283	1005
23588	284	1000
23589	282	996
23590	285	992
23591	283	985
23592	280	964
23593	281	964
23594	278	956
23595	276	951
23596	278	942
23597	277	934
23598	276	936
23599	277	934
23600	279	941
23601	284	938
23602	283	936
23603	283	938
23604	285	938
23605	286	929
23606	286	922
23607	285	920
23608	285	927
23609	285	926
23610	284	924
23611	284	926
23612	285	925
23613	286	914
23614	283	907
23615	284	906
23616	278	889
23617	276	884
23618	276	883
23619	272	873
23620	270	873
23621	270	865
23622	269	867
23623	268	865
23624	268	870
23625	267	867
23626	262	863
23627	262	867
23628	257	876
23629	257	872
23630	255	866
23631	252	853
23632	252	845
23633	253	839
23634	255	839
23635	250	827
23636	247	816
23637	247	814
23638	246	808
23639	245	802
23640	242	798
23641	239	781
23642	241	784
23643	241	787
23644	239	788
23645	239	789
23646	239	789
23647	238	784
23648	238	799
23649	238	800
23650	237	804
23651	241	809
23652	243	811
23653	245	831
23654	247	831
23655	245	818
23656	241	807
23657	242	805
23658	242	809
23659	240	804
23660	242	802
23661	243	795
23662	244	802
23663	244	801
23664	244	787
23665	241	783
23666	237	770
23667	232	761
23668	231	753
23669	230	748
23670	231	746
23671	231	752
23672	231	753
23673	228	746
23674	228	743
23675	237	756
23676	236	756
23677	237	761
23678	232	751
23679	232	751
23680	233	753
23681	233	767
23682	235	774
23683	236	767
23684	237	767
23685	236	761
23686	236	758
23687	237	762
23688	238	760
23689	237	761
23690	237	766
23691	242	766
23692	246	771
23693	244	785
23694	244	782
23695	249	796
23696	250	805
23697	250	807
23698	251	806
23699	249	812
23700	251	810
23701	253	819
23702	250	814
23703	252	814
23704	249	819
23705	255	831
23706	254	834
23707	254	826
23708	255	827
23709	254	820
23710	254	818
23711	248	818
23712	246	812
23713	248	815
23714	245	813
23715	245	822
23716	245	827
23717	247	839
23718	247	839
23719	251	847
23720	256	852
23721	260	853
23722	261	845
23723	264	849
23724	266	854
23725	271	858
23726	271	859
23727	273	862
23728	277	865
23729	281	881
23730	284	883
23731	282	874
23732	282	866
23733	283	860
23734	283	853
23735	285	879
23736	281	887
23737	281	886
23738	281	889
23739	278	909
23740	283	915
23741	281	914
23742	283	920
23743	286	921
23744	285	921
23745	284	921
23746	284	918
23747	280	921
23748	282	920
23749	290	928
23750	290	928
23751	290	923
23752	291	925
23753	293	926
23754	294	925
23755	292	925
23756	291	929
23757	289	929
23758	287	921
23759	286	911
23760	286	908
23761	291	917
23762	292	911
23763	288	906
23764	283	903
23765	282	908
23766	282	905
23767	282	908
23768	284	916
23769	284	921
23770	284	922
23771	286	922
23772	287	922
23773	286	919
23774	287	918
23775	286	920
23776	289	920
23777	290	916
23778	289	907
23779	286	906
23780	282	912
23781	281	915
23782	281	913
23783	281	910
23784	280	909
23785	281	910
23786	280	914
23787	278	916
23788	279	919
23789	278	921
23790	280	926
23791	280	925
23792	281	918
23793	280	909
23794	278	910
23795	278	916
23796	277	909
23797	279	907
23798	277	905
23799	277	897
23800	277	897
23801	274	880
23802	274	878
23803	272	880
23804	269	870
23805	265	866
23806	265	859
23807	265	858
23808	265	859
23809	264	853
23810	263	852
23811	264	847
23812	262	844
23813	261	838
23814	262	839
23815	261	842
23816	261	844
23817	261	846
23818	261	849
23819	261	859
23820	264	866
23821	266	871
23822	264	872
23823	263	871
23824	259	864
23825	254	857
23826	252	846
23827	250	846
23828	250	840
23829	250	839
23830	252	842
23831	252	842
23832	252	825
23833	251	827
23834	251	828
23835	245	824
23836	245	831
23837	244	833
23838	245	829
23839	249	831
23840	246	824
23841	245	809
23842	242	809
23843	245	802
23844	243	792
23845	240	784
23846	238	777
23847	235	768
23848	233	765
23849	231	753
23850	235	744
23851	225	738
23852	219	729
23853	217	731
23854	217	725
23855	217	728
23856	211	725
23857	211	721
23858	211	729
23859	211	728
23860	208	726
23861	206	720
23862	207	718
23863	205	714
23864	204	698
23865	200	698
23866	200	700
23867	201	697
23868	199	679
23869	200	668
23870	195	656
23871	189	641
23872	191	640
23873	190	629
23874	183	630
23875	184	633
23876	183	633
23877	183	638
23878	181	637
23879	176	625
23880	173	609
23881	170	610
23882	164	588
23883	162	570
23884	160	568
23885	160	568
23886	159	566
23887	154	547
23888	153	541
23889	153	536
23890	151	522
23891	147	517
23892	146	512
23893	143	507
23894	142	507
23895	142	505
23896	140	505
23897	140	498
23898	141	493
23899	140	488
23900	134	487
23901	130	478
23902	129	477
23903	129	477
23904	131	480
23905	131	486
23906	133	495
23907	136	513
23908	136	520
23909	134	529
23910	130	524
23911	134	530
23912	131	516
23913	133	509
23914	135	511
23915	140	518
23916	141	522
23917	144	526
23918	141	525
23919	139	523
23920	140	520
23921	138	517
23922	136	501
23923	135	501
23924	134	499
23925	132	501
23926	132	506
23927	130	503
23928	134	515
23929	134	515
23930	134	514
23931	134	510
23932	134	512
23933	134	511
23934	134	509
23935	132	510
23936	132	509
23937	132	509
23938	133	508
23939	133	508
23940	133	505
23941	133	501
23942	133	499
23943	132	498
23944	131	505
23945	133	501
23946	133	497
23947	132	495
23948	130	499
23949	131	500
23950	131	505
23951	134	521
23952	135	522
23953	135	525
23954	137	523
23955	142	557
23956	143	561
23957	143	567
23958	144	578
23959	146	585
23960	150	597
23961	153	609
23962	156	616
23963	156	615
23964	155	618
23965	155	624
23966	156	633
23967	159	641
23968	162	652
23969	163	667
23970	163	667
23971	161	667
23972	159	663
23973	159	659
23974	160	659
23975	158	655
23976	160	664
23977	161	673
23978	162	687
23979	161	693
23980	160	691
23981	158	690
23982	155	688
23983	155	691
23984	158	691
23985	158	697
23986	161	702
23987	161	704
23988	163	706
23989	163	709
23990	162	715
23991	198	793
23992	199	789
23993	196	782
23994	192	780
23995	190	783
23996	197	787
23997	194	785
23998	191	785
23999	190	786
24000	189	782
24001	187	778
24002	188	774
24003	188	775
24004	188	773
24005	188	775
24006	189	792
24007	194	803
24008	197	809
24009	197	806
24010	201	809
24011	204	809
24012	208	812
24013	216	819
24014	216	834
24015	223	846
24016	227	847
24017	225	843
24018	224	844
24019	228	851
24020	229	852
24021	230	857
24022	233	861
24023	234	867
24024	238	877
24025	241	881
24026	243	881
24027	246	887
24028	249	900
24029	250	901
24030	255	924
24031	256	924
24032	256	919
24033	256	914
24034	255	907
24035	254	902
24036	254	900
24037	255	903
24038	266	913
24039	268	918
24040	269	923
24041	270	931
24042	269	930
24043	272	932
24044	275	935
24045	276	943
24046	278	952
24047	278	950
24048	276	948
24049	275	949
24050	278	952
24051	281	957
24052	282	960
24053	283	977
24054	283	983
24055	283	990
24056	283	989
24057	281	972
24058	282	971
24059	283	965
24060	284	976
24061	289	974
24062	291	978
24063	294	990
24064	295	987
24065	291	983
24066	290	978
24067	291	970
24068	289	969
24069	288	964
24070	288	960
24071	287	958
24072	287	959
24073	288	960
24074	293	963
24075	293	957
24076	292	965
24077	293	966
24078	292	969
24079	295	976
24080	295	984
24081	296	986
24082	296	997
24083	297	997
24084	296	1001
24085	296	999
24086	296	999
24087	296	1008
24088	297	1009
24089	297	1016
24090	298	1019
24091	298	1022
24092	301	1025
24093	301	1034
24094	302	1040
24095	308	1049
24096	310	1056
24097	312	1062
24098	314	1061
24099	314	1064
24100	314	1060
24101	314	1059
24102	308	1050
24103	304	1044
24104	299	1036
24105	295	1032
24106	296	1034
24107	301	1043
24108	303	1054
24109	302	1045
24110	301	1029
24111	304	1031
24112	308	1045
24113	308	1048
24114	314	1060
24115	317	1072
24116	322	1075
24117	322	1072
24118	322	1073
24119	321	1070
24120	319	1061
24121	316	1064
24122	318	1065
24123	318	1069
24124	323	1081
24125	327	1086
24126	332	1100
24127	334	1095
24128	333	1090
24129	337	1087
24130	335	1095
24131	337	1093
24132	339	1100
24133	338	1104
24134	339	1107
24135	342	1120
24136	340	1119
24137	334	1122
24138	336	1127
24139	340	1138
24140	341	1152
24141	341	1160
24142	342	1179
24143	347	1195
24144	350	1204
24145	349	1215
24146	353	1226
24147	347	1220
24148	352	1228
24149	354	1234
24150	358	1255
24151	354	1267
24152	360	1281
24153	365	1293
24154	368	1300
24155	368	1300
24156	369	1299
24157	366	1291
24158	366	1278
24159	364	1270
24160	363	1264
24161	362	1270
24162	361	1267
24163	358	1267
24164	357	1261
24165	354	1256
24166	352	1247
24167	349	1243
24168	353	1239
24169	348	1245
24170	346	1237
24171	350	1239
24172	354	1241
24173	354	1240
24174	352	1228
24175	348	1231
24176	348	1222
24177	345	1220
24178	343	1219
24179	341	1210
24180	340	1196
24181	340	1189
24182	339	1192
24183	340	1200
24184	345	1210
24185	347	1213
24186	347	1219
24187	350	1228
24188	357	1239
24189	353	1228
24190	352	1220
24191	350	1222
24192	353	1230
24193	360	1242
24194	361	1252
24195	360	1256
24196	360	1252
24197	359	1254
24198	359	1254
24199	361	1255
24200	359	1253
24201	362	1253
24202	359	1254
24203	360	1255
24204	358	1240
24205	356	1232
24206	356	1226
24207	360	1227
24208	361	1235
24209	362	1236
24210	362	1235
24211	363	1241
24212	357	1233
24213	358	1242
24214	360	1248
24215	365	1259
24216	365	1267
24217	367	1273
24218	368	1279
24219	370	1281
24220	374	1288
24221	376	1296
24222	373	1297
24223	376	1296
24224	377	1301
24225	375	1306
24226	379	1313
24227	378	1318
24228	379	1313
24229	380	1310
24230	380	1294
24231	381	1290
24232	381	1286
24233	385	1290
24234	387	1291
24235	384	1298
24236	387	1294
24237	389	1280
24238	391	1287
24239	387	1284
24240	386	1278
24241	384	1269
24242	379	1262
24243	374	1252
24244	374	1237
24245	369	1221
24246	367	1199
24247	363	1187
24248	364	1181
24249	364	1175
24250	367	1181
24251	366	1181
24252	366	1171
24253	365	1166
24254	366	1175
24255	369	1178
24256	375	1180
24257	374	1174
24258	362	1135
24259	365	1146
24260	369	1149
24261	368	1166
24262	365	1151
24263	360	1135
24264	350	1119
24265	343	1109
24266	336	1101
24267	329	1089
24268	333	1095
24269	333	1072
24270	332	1068
24271	334	1077
24272	338	1077
24273	341	1079
24274	339	1083
24275	342	1093
24276	341	1100
24277	337	1094
24278	335	1103
24279	335	1106
24280	335	1114
24281	333	1113
24282	335	1114
24283	334	1117
24284	335	1126
24285	335	1124
24286	333	1119
24287	334	1126
24288	333	1134
24289	335	1141
24290	332	1136
24291	334	1131
24292	336	1129
24293	333	1112
24294	330	1102
24295	331	1107
24296	334	1107
24297	328	1099
24298	324	1099
24299	321	1087
24300	318	1086
24301	318	1096
24302	318	1082
24303	314	1070
24304	312	1078
24305	310	1076
24306	312	1079
24307	311	1080
24308	310	1080
24309	311	1095
24310	311	1092
24311	312	1097
24312	313	1097
24313	310	1101
24314	306	1096
24315	305	1093
24316	310	1097
24317	307	1089
24318	307	1094
24319	306	1095
24320	306	1082
24321	306	1077
24322	302	1069
24323	301	1061
24324	299	1053
24325	300	1068
24326	303	1072
24327	303	1077
24328	304	1074
24329	301	1079
24330	299	1082
24331	299	1081
24332	301	1100
24333	302	1101
24334	303	1098
24335	300	1100
24336	297	1093
24337	295	1090
24338	290	1082
24339	288	1078
24340	284	1086
24341	282	1100
24342	285	1108
24343	280	1106
24344	280	1100
24345	285	1094
24346	282	1090
24347	286	1104
24348	291	1112
24349	290	1124
24350	293	1122
24351	289	1121
24352	291	1135
24353	291	1137
24354	294	1149
24355	299	1166
24356	301	1178
24357	301	1185
24358	297	1185
24359	293	1179
24360	292	1165
24361	293	1164
24362	294	1160
24363	293	1165
24364	291	1167
24365	293	1165
24366	289	1158
24367	289	1155
24368	298	1189
24369	292	1179
24370	290	1180
24371	289	1186
24372	293	1187
24373	292	1190
24374	292	1195
24375	296	1203
24376	301	1219
24377	302	1229
24378	300	1244
24379	307	1259
24380	311	1277
24381	313	1279
24382	310	1268
24383	309	1266
24384	303	1258
24385	303	1259
24386	307	1260
24387	308	1261
24388	305	1263
24389	303	1253
24390	304	1254
24391	304	1261
24392	306	1276
24393	306	1290
24394	305	1288
24395	304	1291
24396	314	1307
24397	315	1322
24398	318	1323
24399	322	1334
24400	320	1329
24401	319	1316
24402	318	1320
24403	320	1323
24404	323	1328
24405	325	1334
24406	324	1331
24407	322	1334
24408	320	1327
24409	319	1320
24410	319	1330
24411	313	1326
24412	311	1324
24413	310	1331
24414	312	1333
24415	315	1333
24416	322	1344
24417	319	1349
24418	317	1350
24419	320	1344
24420	318	1342
24421	316	1339
24422	316	1337
24423	310	1329
24424	310	1331
24425	310	1321
24426	307	1327
24427	309	1328
24428	310	1331
24429	308	1324
24430	307	1308
24431	305	1295
24432	303	1289
24433	302	1291
24434	297	1281
24435	298	1284
24436	300	1289
24437	305	1301
24438	304	1315
24439	305	1316
24440	303	1302
24441	303	1297
24442	303	1294
24443	300	1294
24444	300	1299
24445	295	1286
24446	298	1290
24447	299	1294
24448	299	1301
24449	299	1301
24450	300	1309
24451	300	1310
24452	298	1309
24453	295	1305
24454	296	1295
24455	297	1289
24456	298	1286
24457	294	1271
24458	294	1275
24459	295	1277
24460	295	1267
24461	295	1275
24462	297	1282
24463	297	1283
24464	295	1284
24465	296	1283
24466	292	1288
24467	291	1284
24468	291	1280
24469	289	1273
24470	288	1275
24471	289	1280
24472	293	1287
24473	294	1291
24474	293	1284
24475	294	1291
24476	294	1276
24477	291	1264
24478	294	1261
24479	295	1262
24480	298	1257
24481	302	1257
24482	300	1245
24483	299	1232
24484	297	1221
24485	295	1218
24486	292	1215
24487	295	1219
24488	300	1223
24489	302	1230
24490	300	1233
24491	301	1233
24492	297	1237
24493	294	1228
24494	295	1221
24495	295	1212
24496	293	1208
24497	289	1198
24498	287	1199
24499	287	1191
24500	288	1188
24501	287	1189
24502	289	1185
24503	289	1190
24504	290	1196
24505	292	1190
24506	287	1177
24507	286	1172
24508	288	1177
24509	287	1180
24510	288	1187
24511	288	1187
24512	291	1189
24513	295	1198
24514	297	1201
24515	295	1201
24516	300	1207
24517	294	1196
24518	291	1186
24519	289	1181
24520	289	1184
24521	294	1191
24522	293	1195
24523	295	1196
24524	295	1197
24525	295	1201
24526	295	1200
24527	287	1160
24528	284	1152
24529	284	1150
24530	284	1142
24531	278	1119
24532	279	1116
24533	281	1118
24534	283	1122
24535	281	1119
24536	278	1106
24537	273	1101
24538	269	1091
24539	267	1080
24540	267	1085
24541	267	1091
24542	269	1103
24543	268	1099
24544	267	1087
24545	269	1089
24546	272	1091
24547	266	1089
24548	263	1075
24549	262	1079
24550	269	1082
24551	269	1079
24552	269	1084
24553	268	1068
24554	266	1056
24555	263	1048
24556	261	1050
24557	260	1043
24558	257	1042
24559	252	1035
24560	251	1033
24561	250	1034
24562	249	1024
24563	250	1018
24564	254	1019
24565	255	1021
24566	251	1009
24567	249	1005
24568	248	992
24569	249	992
24570	247	993
24571	249	1001
24572	251	1010
24573	252	1025
24574	252	1029
24575	250	1015
24576	249	1020
24577	250	1017
24578	251	1008
24579	247	996
24580	246	992
24581	246	995
24582	247	997
24583	248	1004
24584	248	1007
24585	249	1008
24586	249	1016
24587	251	1003
24588	249	1004
24589	254	1010
24590	252	1006
24591	253	1012
24592	246	996
24593	244	993
24594	243	984
24595	242	983
24596	242	985
24597	246	987
24598	244	986
24599	242	980
24600	244	981
24601	245	977
24602	248	979
24603	249	985
24604	250	987
24605	255	992
24606	257	998
24607	260	1005
24608	261	1008
24609	261	1004
24610	265	1003
24611	265	1000
24612	264	984
24613	264	985
24614	264	987
24615	262	984
24616	262	976
24617	263	974
24618	267	990
24619	267	985
24620	264	989
24621	265	989
24622	269	1023
24623	266	1011
24624	268	1020
24625	269	1031
24626	276	1056
24627	274	1060
24628	279	1068
24629	278	1071
24630	282	1091
24631	281	1090
24632	281	1091
24633	285	1102
24634	289	1105
24635	291	1100
24636	293	1101
24637	295	1108
24638	290	1101
24639	288	1100
24640	287	1103
24641	291	1099
24642	291	1090
24643	297	1086
24644	297	1075
24645	293	1064
24646	292	1071
24647	290	1076
24648	291	1081
24649	288	1077
24650	289	1076
24651	286	1069
24652	285	1070
24653	284	1067
24654	284	1060
24655	282	1060
24656	281	1063
24657	280	1059
24658	281	1065
24659	276	1067
24660	278	1070
24661	275	1062
24662	274	1065
24663	274	1070
24664	275	1073
24665	274	1068
24666	280	1086
24667	280	1085
24668	278	1076
24669	277	1065
24670	278	1072
24671	278	1076
24672	276	1073
24673	274	1065
24674	271	1056
24675	265	1050
24676	263	1045
24677	264	1045
24678	263	1043
24679	263	1044
24680	263	1041
24681	263	1035
24682	262	1034
24683	261	1027
24684	261	1025
24685	262	1027
24686	263	1029
24687	264	1030
24688	266	1034
24689	267	1039
24690	268	1037
24691	267	1039
24692	264	1019
24693	258	1001
24694	253	991
24695	251	985
24696	249	979
24697	249	980
24698	249	975
24699	244	960
24700	244	953
24701	246	956
24702	245	964
24703	248	969
24704	248	967
24705	248	966
24706	249	964
24707	248	965
24708	254	977
24709	255	978
24710	257	989
24711	256	994
24712	258	1003
24713	258	1005
24714	253	996
24715	252	998
24716	251	1004
24717	253	1012
24718	253	1018
24719	250	1018
24720	251	1015
24721	249	1017
24722	246	1016
24723	244	1014
24724	248	1005
24725	251	1004
24726	250	1003
24727	253	1004
24728	258	1028
24729	256	1032
24730	259	1035
24731	262	1037
24732	263	1039
24733	261	1031
24734	261	1034
24735	261	1035
24736	259	1034
24737	260	1028
24738	258	1029
24739	258	1031
24740	255	1029
24741	256	1026
24742	260	1025
24743	264	1029
24744	264	1030
24745	264	1035
24746	264	1043
24747	261	1038
24748	264	1042
24749	265	1048
24750	267	1049
24751	265	1048
24752	264	1040
24753	264	1038
24754	263	1042
24755	260	1029
24756	257	1027
24757	254	1027
24758	252	1016
24759	251	1011
24760	251	1014
24761	251	1021
24762	250	1025
24763	249	1032
24764	247	1034
24765	249	1030
24766	250	1020
24767	255	1021
24768	251	1015
24769	254	1019
24770	257	1015
24771	257	1001
24772	256	1003
24773	255	980
24774	249	963
24775	247	958
24776	242	934
24777	236	916
24778	231	904
24779	223	894
24780	221	891
24781	215	869
24782	217	855
24783	211	850
24784	210	842
24785	209	846
24786	209	847
24787	208	850
24788	207	845
24789	208	833
24790	207	833
24791	203	817
24792	202	817
24793	203	818
24794	206	821
24795	205	820
24796	206	830
24797	205	824
24798	207	824
24799	208	828
24800	208	824
24801	205	824
24802	203	819
24803	207	821
24804	206	818
24805	206	820
24806	208	822
24807	205	809
24808	201	802
24809	203	795
24810	204	794
24811	204	789
24812	205	785
24813	206	789
24814	206	789
24815	205	780
24816	200	769
24817	196	756
24818	194	745
24819	194	740
24820	196	738
24821	198	736
24822	198	729
24823	198	727
24824	200	729
24825	201	727
24826	199	729
24827	197	732
24828	197	736
24829	194	734
24830	196	734
24831	195	734
24832	196	734
24833	197	734
24834	196	734
24835	197	736
24836	193	734
24837	191	725
24838	191	723
24839	190	721
24840	188	722
24841	189	721
24842	190	728
24843	191	728
24844	191	737
24845	195	746
24846	196	749
24847	197	754
24848	196	755
24849	196	755
24850	196	764
24851	197	771
24852	194	756
24853	193	739
24854	188	727
24855	189	727
24856	191	726
24857	191	727
24858	187	730
24859	184	724
24860	183	722
24861	182	707
24862	184	699
24863	181	695
24864	182	685
24865	183	683
24866	183	678
24867	184	669
24868	180	647
24869	178	638
24870	176	642
24871	176	646
24872	174	644
24873	172	637
24874	173	628
24875	172	629
24876	172	621
24877	169	614
24878	165	609
24879	161	606
24880	158	601
24881	157	599
24882	155	591
24883	153	594
24884	150	593
24885	149	593
24886	150	597
24887	151	596
24888	151	594
24889	152	590
24890	154	591
24891	156	590
24892	157	590
24893	154	583
24894	151	576
24895	150	572
24896	150	571
24897	150	566
24898	149	558
24899	148	554
24900	145	547
24901	142	538
24902	143	532
24903	142	534
24904	142	532
24905	142	520
24906	142	524
24907	143	525
24908	143	526
24909	142	525
24910	143	525
24911	142	520
24912	142	520
24913	142	516
24914	142	510
24915	142	506
24916	141	501
24917	141	495
24918	140	496
24919	140	493
24920	136	486
24921	135	486
24922	134	487
24923	134	487
24924	136	489
24925	137	491
24926	136	490
24927	136	492
24928	136	494
24929	136	495
24930	136	496
24931	137	497
24932	137	498
24933	136	499
24934	138	500
24935	139	498
24936	137	498
24937	136	500
24938	137	503
24939	139	502
24940	139	507
24941	140	507
24942	142	508
24943	144	506
24944	142	500
24945	140	500
24946	142	502
24947	143	495
24948	143	492
24949	141	489
24950	143	483
24951	141	480
24952	144	486
24953	147	491
24954	146	491
24955	149	494
24956	150	493
24957	152	497
24958	154	505
24959	154	507
24960	152	504
24961	150	500
24962	146	494
24963	146	495
24964	144	485
24965	140	479
24966	139	477
24967	137	469
24968	135	465
24969	136	461
24970	136	461
24971	135	462
24972	136	460
24973	137	463
24974	137	459
24975	138	465
24976	136	467
24977	135	464
24978	136	457
24979	136	450
24980	136	449
24981	135	452
24982	136	454
24983	137	455
24984	137	459
24985	137	460
24986	137	457
24987	136	449
24988	134	446
24989	135	446
24990	134	448
24991	134	448
24992	134	445
24993	133	446
24994	131	446
24995	131	439
24996	128	438
24997	128	432
24998	126	428
24999	126	418
25000	124	414
25001	123	409
25002	123	408
25003	124	405
25004	127	404
25005	128	400
25006	128	399
25007	125	394
25008	124	396
25009	125	389
25010	124	382
25011	124	382
25012	124	381
25013	122	379
25014	122	380
25015	120	380
25016	120	378
25017	119	376
25018	121	375
25019	120	372
25020	120	366
25021	117	361
25022	115	361
25023	114	361
25024	114	359
25025	113	362
25026	115	363
25027	115	364
25028	117	362
25029	116	362
25030	117	359
25031	117	359
25032	119	355
25033	116	356
25034	115	353
25035	114	353
25036	114	359
25037	114	359
25038	113	355
25039	113	354
25040	113	351
25041	111	350
25042	110	350
25043	110	348
25044	110	349
25045	110	350
25046	110	349
25047	110	348
25048	110	350
25049	111	351
25050	111	353
25051	111	352
25052	111	350
25053	113	351
25054	113	346
25055	112	343
25056	113	340
25057	111	338
25058	112	336
25059	111	333
25060	112	336
25061	111	340
25062	111	339
25063	112	339
25064	112	343
25065	110	340
25066	110	341
25067	109	340
25068	109	342
25069	109	340
25070	114	343
25071	116	343
25072	116	343
25073	116	346
25074	115	348
25075	114	344
25076	112	339
25077	112	340
25078	113	338
25079	114	335
25080	113	334
25081	113	336
25082	111	333
25083	113	334
25084	113	340
25085	113	337
25086	111	332
25087	111	332
25088	112	332
25089	111	338
25090	112	346
25091	112	336
25092	112	345
25093	111	344
25094	108	342
25095	108	343
25096	108	344
25097	103	340
25098	103	345
25099	108	348
25100	108	354
25101	103	356
25102	105	352
25103	104	350
25104	103	352
25105	102	348
25106	100	347
